tweets,likes,time
"""Behind every exquisite thing that existed, there was something tragic…"" - Quoted from our favourite duplicitous tale... Wilde's fantastic, 'The Picture of Dorian Gray'",0,2021-07-12 16:00:00
"RT @bookhooe: btw helloo i'm new to #booktwt &amp; i'm looking for some moots!!
favs:
- twilight
- aristole and dante discover the secrets of t…",0,2021-07-12 15:54:16
"RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…",0,2021-07-12 15:52:14
"RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…",0,2021-07-12 15:52:09
RT @_audle1: When I like people immensely I never tell their names to any one. It is like surrendering a part of them. I have grown to love…,0,2021-07-12 15:49:33
what’s the point of chapter 11 of the picture of dorian gray. i literally have no idea what im reading,0,2021-07-12 15:39:19
"Close to my heart - Pride and Prejudice, A streetcar named desire, Wuthering Heights, Julius Caesar, The Picture of Dorian Gray, Man and Superman.
.
I hate nothing but dislike - David Copperfield. I just didn't like it.
.
I will recommend all my 'close to heart' ones. lol https://t.co/BPG9ZhNpOR",3,2021-07-12 15:27:50
"@LHLR0CK_ERA well i usually read extracts like this people post, but ive been trying to read more.. i started the picture of dorian gray
oscar wilde is often quoted and associated with the modern da aesthetic so maybe read that !!",1,2021-07-12 15:12:55
ppl fancasting ben barnes as sirius always makes me laugh like the pictures they use is from the picture of dorian gray and he’s wearing all those expensive and fancy ass clothes and i just go ??? u guys know sirius did not want anything to do with his rich ass family right??????,0,2021-07-12 15:06:07
"RT @atlurbanist: The first image is a 1927 map showing the footprint of buildings before parking dominated (source: Emory Library). 

To me…",0,2021-07-12 14:47:52
"@rvngelife i usually read YA romance novels and id like to broaden my horizons, so anything you like!! i did like the picture of dorian gray though!",1,2021-07-12 14:35:12
Plays - 'The Picture of Dorian Gray' 13 roles https://t.co/yKwCbaBtOv,0,2021-07-12 14:26:06
@pantheonrry wait what about the picture of dorian gray??,0,2021-07-12 14:25:57
"currently reading:
The Picture of Dorian Gray by Oscar Wilde &amp; at this point just assume I’m reading Priory until I say I’m done",1,2021-07-12 14:25:09
"RT @atlurbanist: The first image is a 1927 map showing the footprint of buildings before parking dominated (source: Emory Library). 

To me…",0,2021-07-12 14:14:45
"The first image is a 1927 map showing the footprint of buildings before parking dominated (source: Emory Library). 

To me, this is Atlanta's ""Picture of Dorian Gray"": the ugly reality at the city's historic heart which displays our soul in contrast to a facade of progress. https://t.co/UHIkx79pic",44,2021-07-12 13:47:28
"@vejinhand Let me correct myself. I've read other disturbingly s!ck books over the years. (a) Flowers in the Attic; (b) the Hannibal Lecter series; (c) The Picture of Dorian Gray. Creepy, creepy ones. But what a read!",1,2021-07-12 13:45:59
@d7onysus you’ve probably read it but the picture of dorian gray 😪😪,0,2021-07-12 13:29:32
The Picture of Dorian Gray by Oscar Wilde and Our Little Cruelties by Liz Nugent came to mind first❤️ https://t.co/xePrPybigU,0,2021-07-12 13:22:28
"The more I watch these Constitutional Court proceedings, the more I am reminded of this passage from Oscar Wilde's novel, The Picture of Dorian Gray:",0,2021-07-12 13:12:24
"RT @Mr_S_Crane: “Some things are more precious because they don’t last long.” - Oscar Wilde, The Picture of Dorian Gray https://t.co/o92oTi…",0,2021-07-12 13:10:59
"RT @divabraxos: ❄️Updating this. If you like:

~tog/acotar/cc
~Stormlight Archive
~The Poppy War
~Red Rising
~The Lies of Locke Lamora
~Hea…",0,2021-07-12 11:58:33
"Old movie, Dorian Gray, is about a man who kept a picture of himself which aged over time instead of the man. All the evil he committed showed up on the face of the picture while the living man retained his physical beauty. Picture horrible, man handsome. Bill, no longer handsome https://t.co/lbSF8giWtz",1,2021-07-12 11:17:40
"The Picture of Dorian Gray by Oscar Wilde (1890) https://t.co/tv3NDkYqL8
#followme",0,2021-07-12 10:38:13
I saw Francis Greenslade (if memory serves me correctly) as a teenager at Club Foote in Adelaide doing The Picture of Dorian Gray.  An underrated super talent. https://t.co/2ydAiBkO4I,7,2021-07-12 10:24:36
RT @SanaMun29650093: When I like people immensely I never tell their names to any one. It is like surrendering a part of them. I have grown…,0,2021-07-12 10:24:35
"When I like people immensely I never tell their names to any one. It is like surrendering a part of them. I have grown to love secrecy. It seems to be the one thing that can make modern life mysterious or marvellous to us. 

~""The Picture of Dorian Gray"" by Oscar Wilde",2,2021-07-12 10:18:21
"RT @oswinpxnd: • he loved classic and gothic literature, preferably oscar wilde (the picture of dorian gray specifically) and edgar allen p…",0,2021-07-12 10:14:01
RT @_audle1: When I like people immensely I never tell their names to any one. It is like surrendering a part of them. I have grown to love…,0,2021-07-12 09:49:58
"The Futureheads - A Picture Of Dorian Gray
https://t.co/oYal6BnPuT via @YouTube",2,2021-07-12 08:32:59
"@paullicino There’s a creepy Picture of Dorian Gray thing happening here where the bear’s expression is your expression from image #2, as if he absorbs the melancholy that poisons your life while you are free to live in decadence and turpitude.",2,2021-07-12 07:54:43
"@BlackDouglas Considering how bad he looks, the picture in the attic must be truly ghastly. Small thing that always niggles my mild OCD...It's ""The Picture of Dorian Gray."" Not portrait. Not your fault, a common misconception. Please forgive me for being slightly pedantic. 🙏🏻😉 https://t.co/kv1SA3OXp2",2,2021-07-12 05:30:47
"RT @Apostrophe99: ~ The Picture of Dorian Gray, 1945   #blackandwhitephotography https://t.co/tdoDiHcyEJ",0,2021-07-12 04:31:06
im reading the picture of dorian gray and i fORGOT how i imagined the characters and how fruity this book is 😮‍💨💪,0,2021-07-12 03:56:18
"RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…",0,2021-07-12 03:17:12
"RT @BooksStoryline: Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I to…",0,2021-07-12 03:12:29
"Ten great lines from novels. “The curves of your lips rewrite history.” —Oscar Wilde, The Picture of Dorian Gray. “I took a deep breath and listened to the old brag of my heart; I am, I am, I am.”—Sylvia Plath, The Bell Jar https://t.co/yqlZmbqcmA #books #writing #writerslife",6,2021-07-12 03:04:43
"@KennethFisherJR The alchemist 
The picture of Dorian Gray 

Divine Error 
https://t.co/vUydh8d89I",0,2021-07-12 02:07:04
Reading a book that's like if the Picture of Dorian Gray took place in Pittsburgh in the 80s and Basil was homophobic,0,2021-07-12 02:03:06
"Oh dear, Biden just came to my door and took my Bibles, guns, meat, some silverware, my picture of Dorian Gray, my coziest comforter, and a lightsaber, he put up my Christmas tree and tore it to shreds, then kicked a puppy on the way out.",2,2021-07-12 01:55:51
"Tonight for the third or fourth time I can remember dad asked me if it was Edgar Allan Poe who wrote The Picture of Dorian Gray and if ""You can't go home again"" was a Thomas Paine quote.",0,2021-07-12 01:39:36
"— The Picture of Dorian Gray; Oscar Wilde

★★★★☆",1,2021-07-12 01:29:54
• The Picture of Dorian Gray; Oscar Wilde https://t.co/fDyppoI0FS,1,2021-07-12 01:26:14
I really wanna finish the picture of dorian gray so bad but every time I opened it my brain just stops working and I suddenly don’t know english,1,2021-07-12 00:58:36
“The Picture of Dorian Gray made me rabid. Like I wanted to bite people.”,5,2021-07-12 00:56:13
"Random insult:

Oh, you’re the very *picture* of…

…Dorian Gray.",2,2021-07-12 00:53:58
listening to ben barnes reading the picture of dorian gray and smiling at the voices he is making but his voice is so smooth,2,2021-07-12 00:04:26
"@bjorkluvr I'm definitely into classics, theory, and history.

some of my favorite fiction classics are Moby-Dick, To The Lighthouse, Picture of Dorian Gray.

I mainly stick to non-fiction these days though, currently reading Capital by Marx and Mythologies by Roland Barthes.",1,2021-07-11 23:49:21
I wanna have my own copy of animal farm and the picture of dorian gray,0,2021-07-11 23:28:40
RT @isabloooo: ✨ The Picture of Dorian Gray ✨ https://t.co/ekm7onvUeH,0,2021-07-11 21:42:07
@adoregenya hi let’s be moots! i’ve just finished the song of achilles and the picture of dorian gray is my favorite :),0,2021-07-11 21:11:15
"When I like people immensely I never tell their names to any one. It is like surrendering a part of them. I have grown to love secrecy. It seems to be the one thing that can make modern life mysterious or marvellous to us. 

~""The Picture of Dorian Gray"" by Oscar Wilde",17,2021-07-11 19:46:58
"@Bababa49012353 A quote i read once (may not be word to word) : 

""The stupid have the best of it in this world. They live undisturbed, indifferent, and without disquiet.""  - Oscar Wilde, The picture Of Dorian Gray",1,2021-07-11 19:44:07
"books
-carry on
-the secret history
-the picture of dorian gray
-don’t stop thinking about tomorrow 
-the catcher in the rye
-little women
-the perks of being a wallflower 
-aristotele and dante discover the secrets of the universe
-come anima mai",0,2021-07-11 19:43:40
"@ty_reads yes, i'm currently buddy reading the picture of dorian gray with @iristudies_ . :)",1,2021-07-11 19:34:49
"@shreksdee its called the picture of dorian gray, would you like a review",1,2021-07-11 19:05:54
@demeterasf i got the picture of dorian gray and one last stop!! i really hope they’re good i’m excited,1,2021-07-11 19:04:33
@donttelllouis OH MU GOD IM IN LOVE u have the nicest editions oh my God thag copy of the iliad &amp; the odyssey &amp; the picture of dorian gray . I CANT,1,2021-07-11 18:27:46
"RT @GreyXyla: ""What of Art?
-It is a malady.
--Love?
-An Illusion.
--Religion?
-The fashionable substitute for Belief.
--You are a sceptic.…",0,2021-07-11 18:08:17
"https://t.co/m7fn5vLkZu so imagine this in how to get away with murder first season, whenever they go back to that night. picture this like in the picture of dorian gray or grey about the painting or portrait or yule log",1,2021-07-11 18:00:14
I hate 8.5 hour shifts but I know I've gotta do this to make up for the uncensored annotated copy of Picture of Dorian Gray I ordered bc she was Expensive,3,2021-07-11 17:47:37
the picture of dorian gray’s feet,0,2021-07-11 17:37:24
"Yes, it's truly insane that an attractive person is attractive. I can't think of a single word to describe this situation that would be more accurate. Marisa Tomei was hot in this movie and *still* is? The film version of her didn't age like the picture of Dorian Gray? INSANE! https://t.co/5Qa1JjU4yO",0,2021-07-11 17:35:08
The Picture of Dorian Gray will forever be one of my favourite books and Oscar Wilde’s writing style is just *chef’s kiss*.,0,2021-07-11 17:31:56
"RT @Apostrophe99: ~ The Picture of Dorian Gray, 1945   #blackandwhitephotography https://t.co/tdoDiHcyEJ",0,2021-07-11 17:12:25
