tweets,likes,time
"In a war, it is always the innocent bystanders that get hurt the most. 
""Rulers [fight] among themselves and common people [suffer]."" 
-The Art of War",1,2021-07-12 15:49:25
@ian693 The art of war.,1,2021-07-12 15:42:43
"[theartofwar40k] This week in the Art of War 7/12 – 7/16 https://t.co/oy0kDjYI0D Hello, Art of War fans! It’s an exciting week for Warhammer as the summer speeds along with no breaks! The rul",0,2021-07-12 15:33:04
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 15:28:42
"""principles"" get people killed. They sold you that shit while ass-fucking you, no Vaseline. The art of war requires you to bend your principles, and conservatives got fucked, therefore communism is winning in America thanks to these types.",0,2021-07-12 15:28:10
"Of course I know the retort is, Poirer won, Conor lost etc. I guess in the art of war, Conor's body failed, so in a real fight Poirer would 100% have won. So it being an official win makes sense. Although surely everyone wants to see a fight conclude due to techniques not injury.",0,2021-07-12 15:27:35
RT @Tr1zz: First rule in the art of war is to never start a war,0,2021-07-12 15:23:46
Cyril needs to go read the art of war #ShutdownSA,1,2021-07-12 15:11:08
"The wise warrior avoids the battle.

―Sun Tzu, The Art of War",4,2021-07-12 14:40:00
"RT @Googlybearhug4u: @Mistress_Jan @gtconway3d @SylviaZ1913 He is sharing his methodology, and we would do well to pay attention.

 “Know t…",0,2021-07-12 14:34:31
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 14:24:46
"RT @spkalantri: We cannot fight the Covid virus in the hospitals. We can tame it only by vaccine-induced protection. 

Why?

Because the wi…",0,2021-07-12 14:06:33
"RT @champaran: If you know the enemy &amp; know yourself, you need not fear the result of a hundred battles. If you know yourself but not the e…",0,2021-07-12 14:03:46
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 14:01:04
"“ Rail her respectfully. 
Play with her pussy productively.
Fuck her face ferociously. “ 
         
                                 — Sun Tzu, The Art of War.",1,2021-07-12 14:00:34
"Military Strategy Classics of Ancient China, including #theartofwar - Preview on #BookBuzzr #strategy - https://t.co/aPY4hR1u5W",0,2021-07-12 14:00:16
"RT @champaran: If you know the enemy &amp; know yourself, you need not fear the result of a hundred battles. If you know yourself but not the e…",0,2021-07-12 13:52:03
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 13:50:45
"If you know the enemy &amp; know yourself, you need not fear the result of a hundred battles. If you know yourself but not the enemy, for every victory gained you will also suffer a defeat. If you know neither the enemy nor yourself, you will succumb in every battle.

-The Art of War",11,2021-07-12 13:43:21
"@Cernovich @rramom59 You are such a drama queen. Have patience. 
“Rouse him, and learn the principle of his activity or inactivity. Force him to reveal himself, so as to find out his vulnerable spots.”
― Sun Tzu, The Art of War",0,2021-07-12 13:29:20
RT @Tr1zz: First rule in the art of war is to never start a war,0,2021-07-12 13:28:59
When a person's financial worth is wrapped in the art of war you can't possibly except an unbiased opinion on war. The only way to prevent moral injury is to feel justified and rectified. Some people are better at convincing themselves than others. #veteransuicideawarenesss,0,2021-07-12 13:27:25
"@JaromeBellVA “Let your plans be dark and impenetrable as night, and when you move, fall like a thunderbolt.”
― Sun Tzu, The Art of War",0,2021-07-12 13:19:49
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 13:15:07
Great guests. They were totally respectful of the apartment. I would love to have them again. The Art of War: A Graphic Novel by  Sun Tzu &amp;  Pete Katz. https://t.co/iXPl2s16zk,0,2021-07-12 13:10:42
"@GregDavison4 Patience. These culture skirmishes take time. 
“Supreme excellence consists of breaking the enemy's resistance without fighting.”
― Sun Tzu, The Art of War",0,2021-07-12 12:57:26
"Our #MondayMotivation quote is from the 2nd paper in the June #TIMReview. ""We are not fit to lead an army on the march unless we are familiar with the face of the country its mountains and forests, its pitfalls and precipices, its marshes and swamps"" - The Art of War, #SunTzu",1,2021-07-12 12:47:56
"RT @quot3bot: ""He who is prudent and lies in wait for an enemy who is not, will be victorious."" ~ Sun Tzu, The Art of War",0,2021-07-12 12:36:36
"The Art of War.

I.1. Sun Tzu said: The art of war is of vital importance to the State.

https://t.co/YP6rvYKTAl",1,2021-07-12 12:29:47
RT @BlkHistStudies: The Art of War..... https://t.co/U620TpPdZw,0,2021-07-12 12:25:50
@misterj880 What are her thoughts on Sun Tzu? My toddler needs a pen pal to discuss The Art of War with.,1,2021-07-12 12:13:50
"RT @spkalantri: We cannot fight the Covid virus in the hospitals. We can tame it only by vaccine-induced protection. 

Why?

Because the wi…",0,2021-07-12 12:09:50
"RT @kirillklip: First, please never forget that you've never shared with me your profits &amp; accept in advance that I will not be sharing you…",0,2021-07-12 12:05:11
"RT @kirillklip: Super-smart people can even put #dogecoin on the Moon. I am in REAL #mining, we MUST have real assets. Tough people, unforg…",0,2021-07-12 12:04:45
RT @kirillklip: I've been there &amp; I've done it. 2000 &amp; 2008. Have U? I am not holding any #Tether☃️☀️ BAGs after that. I'd hate to see monu…,0,2021-07-12 12:04:30
"RT @kirillklip: $2.5T ""#Crypto Economy"" is vanishing into the thin air.

#Tether☃️☀️Earthquake &amp; Tsunami are coming. Straw hats may be on s…",0,2021-07-12 12:04:17
"RT @kirillklip: ""Market gyrations"" are not due to ""transitional inflation"".
 These are many $$$ billions in losses - starting with ""#GameSt…",0,2021-07-12 12:04:09
